"Country","Station","Status","From","To","Length","Missing"
"latvia","liepaja","ERROR","NA","NA","NA","NA"
"libanon","beirut","OK","1875","1985","111","23"
"libya","azizia","OK","1913","1951","39","11"
"libya","tripoli","ERROR","NA","NA","NA","NA"
"litauen","kaunas","OK","1901","2010","110","20"
"litauen","klaipeda","OK","1929","2010","82","1"
"litauen","villnius","OK","1881","2010","130","1"
"luxemburg","luxemburg_old","OK","1838","1988","151","2"
"luxemburg","luxemburg","OK","1947","2009","63","1"
"madagaskar","tannan2","OK","1952","2005","54","5"
"madagaskar","tannanarive","ERROR","NA","NA","NA","NA"
"malaysia","bintulu","OK","1940","2009","70","14"
"malaysia","kota_kinabalu","OK","1950","2009","60","1"
"malaysia","kuala_lumpur","OK","1930","2009","80","6"
"malaysia","kuantan","OK","1948","2009","62","0"
"malaysia","malacca","OK","1951","2009","59","0"
"malaysia","singapore","OK","1881","2009","129","30"
"mali","timbuktu","OK","1950","2010","61","10"
"malta","luqa","OK","1853","2009","157","10"
"marokko","casablanca","OK","1925","2010","86","3"
"marokko","marrakesh","OK","1924","2010","87","2"
"mauritania","nouakchott","OK","1950","2010","61","7"
"mexico","acapulco","OK","1949","2011","63","6"
"mexico","chetumal","OK","1949","2011","63","16"
"mexico","guanajuato","OK","1949","2011","63","8"
"mexico","mazanillo","OK","1934","2011","78","7"
"mexico","mazatlan","OK","1937","2011","75","9"
"mexico","mexico_city_1988","ERROR","NA","NA","NA","NA"
"mexico","mexico_city_2","OK","1916","2009","94","17"
"mexico","mexico_city_homogen","ERROR","NA","NA","NA","NA"
"mexico","mexico_city","OK","1916","2011","96","18"
"mexico","monterrey","OK","1919","2011","93","11"
"mexico","pueblo","OK","1878","1990","113","30"
"mexico","torreon","OK","1949","2011","63","12"
"mongolia","altai","OK","1957","2012","56","6"
"mongolia","arvaiheer","OK","1955","2012","58","5"
"mongolia","bulgan","OK","1955","2012","58","6"
"mongolia","choibalsan","OK","1936","2012","77","4"
"mongolia","dalanzagad","OK","1954","2012","59","6"
"mongolia","dauunmod","OK","1938","2012","75","2"
"mongolia","erenhot","OK","1938","2012","75","21"
"mongolia","mandalgovi","OK","1947","2012","66","6"
"mongolia","muren","OK","1960","2012","53","6"
"mongolia","sainshand","OK","1940","2012","73","7"
"mongolia","uliastai","OK","1960","2012","53","6"
"mosambik","maputo","OK","1892","1993","102","15"
"nederland","amsterdam_schipol","OK","1951","2011","61","1"
"nederland","de_bilt","OK","1901","2011","111","1"
"nederland","de_kooy","OK","1906","2011","106","1"
"nederland","eelde","OK","1906","2011","106","1"
"nederland","leeuwarden","OK","1951","2011","61","1"
"nederland","leeuw","ERROR","NA","NA","NA","NA"
"nederland","maastericht","OK","1906","2011","106","1"
"nederland","rotterdam","OK","1951","2011","61","1"
"nepal","darjeling","OK","1882","1999","118","19"
"newzealand","auckland_NASA_gml","OK","1864","1993","130","2"
"newzealand","auckland","OK","1962","2012","51","4"
"newzealand","christchurch","OK","1950","2012","63","2"
"newzealand","dunedin","ERROR","NA","NA","NA","NA"
"newzealand","gisborne","OK","1937","2012","76","5"
"newzealand","hokitika","OK","1866","2012","147","16"
"newzealand","invercargil","OK","1960","2012","53","2"
"newzealand","nelson","OK","1943","2012","68","6"
"newzealand","wellington_NASA_gml","OK","1864","1989","126","1"
"newzealand","wellington","OK","1962","2012","51","6"
"nigeria","lagos","OK","1892","1980","89","10"
"nordsjoen","draugen","ERROR","NA","NA","NA","NA"
"nordsjoen","ekkofisk","ERROR","NA","NA","NA","NA"
"nordsjoen","gullfaks_c","ERROR","NA","NA","NA","NA"
"nordsjoen","gullfaks","ERROR","NA","NA","NA","NA"
"nordsjoen","heidrun","ERROR","NA","NA","NA","NA"
"nordsjoen","mike","ERROR","NA","NA","NA","NA"
"nordsjoen","norne","ERROR","NA","NA","NA","NA"
"nordsjoen","sleipner_a","ERROR","NA","NA","NA","NA"
"nordsjoen","sleipner","ERROR","NA","NA","NA","NA"
"nordsjoen","slettnes_fyr","OK","1927","2012","86","15"
"nordsjoen","slettnes","OK","1927","2008","82","15"
"nordsjoen","sola","OK","1936","2012","77","1"
"nordsjoen","takle","OK","1950","2012","63","2"
"nordsjoen","troll_a","ERROR","NA","NA","NA","NA"
"nordsjoen","utsira_fyr","OK","1868","2012","145","1"
"nordsjoen","vigra","OK","1958","2012","55","2"
"norge","aabjorsbraaten","OK","1923","2012","90","1"
"norge","alta_lufthavn","ERROR","NA","NA","NA","NA"
"norge","andoya","OK","1868","2012","145","1"
"norge","asker","OK","1913","2012","100","3"
"norge","bardufoss","OK","1941","2012","72","0"
"norge","bergen_florida","OK","1858","2012","155","0"
"norge","bergen_fredriksberg","OK","1881","2012","132","4"
"norge","berkaak","OK","1930","2006","77","4"
"norge","biri","OK","1876","1882","7","1"
"norge","bjornoya_nasa","OK","1949","2012","64","3"
"norge","bjornoya","OK","1920","2012","109","16"
"norge","bodo6","OK","1868","2012","145","0"
"norge","dombaas2","OK","1865","1972","108","1"
"norge","dombaas_dombaas2","OK","1864","2006","143","2"
"norge","dombaas_kirkenaer","ERROR","NA","NA","NA","NA"
"norge","dombaas_krististugu","ERROR","NA","NA","NA","NA"
"norge","dombaas_nordigard","OK","1865","2012","148","1"
"norge","draugen","ERROR","NA","NA","NA","NA"
"norge","drevsjo","OK","1947","2012","66","4"
"norge","ekkofisk","ERROR","NA","NA","NA","NA"
"norge","faerder","OK","1886","2012","127","0"
"norge","fagernes","OK","1982","2012","31","1"
"norge","flisa_2000","ERROR","NA","NA","NA","NA"
"norge","flisa2","OK","1919","2012","98","14"
"norge","fokstugu","OK","1923","2012","90","1"
"norge","fruholmen_fyr","OK","1954","2012","59","1"
"norge","gardermoen","OK","1941","2012","72","0"
"norge","GEILO_GML","OK","1942","1951","10","1"
"norge","geilo_oldebraaten","ERROR","NA","NA","NA","NA"
"norge","GEILO_STOLEN","OK","1966","2005","40","2"
"norge","GEILO_STRAND","OK","1951","1966","16","2"
"norge","glomfjord","OK","1916","2010","94","1"
"norge","gullfaks_c","ERROR","NA","NA","NA","NA"
"norge","halden_kt","ERROR","NA","NA","NA","NA"
"norge","hamar","OK","1883","1934","52","1"
"norge","havniva_global","OK","1992","2010","19","0"
"norge","heidrun","ERROR","NA","NA","NA","NA"
"norge","hopen","OK","1945","2012","68","0"
"norge","jan2","OK","1921","2007","87","1"
"norge","janmayen","OK","1921","2012","92","0"
"norge","Karasjok","OK","1876","2012","137","0"
"norge","kautokeino","OK","1889","2012","124","24"
"norge","kirkenes_lufthavn","OK","1965","2012","48","0"
"norge","kise_paa_hedmark","OK","1951","2012","62","16"
"norge","kjoremsgrende","ERROR","NA","NA","NA","NA"
"norge","kongsvinger","ERROR","NA","NA","NA","NA"
"norge","kraakenes","OK","1924","2012","89","33"
"norge","krakenes","ERROR","NA","NA","NA","NA"
"norge","kvitfjell","ERROR","NA","NA","NA","NA"
"norge","lillehammer1_12650","OK","1891","1932","42","1"
"norge","lillehammer2_12660","OK","1926","1969","44","2"
"norge","lillehammer3_12640","OK","1969","1981","13","2"
"norge","lillehammer_homogen","ERROR","NA","NA","NA","NA"
"norge","lillehammer_mesnali","OK","1902","1926","25","2"
"norge","lillehammer_saeterengen","ERROR","NA","NA","NA","NA"
"norge","lillehammer_setere_12680","OK","1982","2007","26","9"
"norge","lista_fyr","OK","1867","2012","146","44"
"norge","mandal","OK","1861","2008","148","2"
"norge","mike","ERROR","NA","NA","NA","NA"
"norge","mjosisen","ERROR","NA","NA","NA","NA"
"norge","mosstrand2","OK","1964","2012","49","6"
"norge","mosstrand","OK","1964","2008","45","7"
"norge","nesbyen_todokk","OK","1898","2012","115","0"
"norge","nesbyen","OK","1898","2008","111","1"
"norge","nordoyan_fyr","OK","1891","2012","122","31"
"norge","norne","ERROR","NA","NA","NA","NA"
"norge","oksoy_fyr_old","OK","1870","2008","139","1"
"norge","oksoy_fyr","OK","1870","2012","143","0"
"norge","oksoy","ERROR","NA","NA","NA","NA"
"norge","ona2","OK","1868","2012","145","6"
"norge","orland3","OK","1936","2012","77","0"
"norge","osloaug","ERROR","NA","NA","NA","NA"
"norge","oslo_blindern_nasa","ERROR","NA","NA","NA","NA"
"norge","Oslo_blindern","ERROR","NA","NA","NA","NA"
"norge","ostre_toten_apelsvoll","OK","1930","2012","84","16"
"norge","plassen","ERROR","NA","NA","NA","NA"
"norge","prestebakke","OK","1961","2010","50","1"
"norge","rena_haugedalen","OK","1958","2012","55","2"
"norge","Roros_lufthavn","OK","1871","2012","142","0"
"norge","rygge","OK","1956","2012","57","0"
"norge","sauda","OK","1928","2012","85","1"
"norge","selbu","OK","1920","2006","87","4"
"norge","skaabu_storslaaen","ERROR","NA","NA","NA","NA"
"norge","skaabu","ERROR","NA","NA","NA","NA"
"norge","skidogn","OK","1900","2007","108","0"
"norge","skrova_fyr","OK","1934","2012","79","0"
"norge","sleipner_a","ERROR","NA","NA","NA","NA"
"norge","sleipner","ERROR","NA","NA","NA","NA"
"norge","slettnes_fyr","OK","1927","2012","86","14"
"norge","slettnes","OK","1927","2008","82","15"
"norge","sognefjellhytta","OK","1961","2012","52","0"
"norge","sola","OK","1936","2012","77","0"
"norge","stavanger","OK","1936","2008","73","1"
"norge","svalbard_lufthavn","ERROR","NA","NA","NA","NA"
"norge","svinoy_fyr","OK","1956","2012","57","0"
"norge","tafjord","OK","1931","2012","82","0"
"norge","takle","OK","1950","2012","63","1"
"norge","temp_okt_2012","ERROR","NA","NA","NA","NA"
"norge","torungen_fyr","OK","1868","2012","145","1"
"norge","torungen","OK","1868","2008","141","2"
"norge","troll_a","ERROR","NA","NA","NA","NA"
"norge","tromso_langnes","OK","1868","2012","145","0"
"norge","trondheim_1800","OK","1818","1869","52","0"
"norge","trondheim_voll","OK","1923","2012","90","16"
"norge","trysil","OK","1944","1973","30","3"
"norge","tryvasshogda1","OK","1927","2012","86","2"
"norge","tynset_10000","OK","1921","1925","5","0"
"norge","tynset_10010","OK","1878","1926","49","0"
"norge","tynset_9580","OK","2002","2007","6","2"
"norge","tynset_9600","OK","1949","1977","29","1"
"norge","tynset_hansmoen","OK","2000","2012","13","1"
"norge","utsira_fyr","OK","1868","2012","145","0"
"norge","Vaernes","OK","1941","2012","73","1"
"norge","vardo_radio","OK","1858","2012","155","0"
"norge","vardo","OK","1858","2008","151","1"
"norge","venabu","ERROR","NA","NA","NA","NA"
"norge","vest_torpa","ERROR","NA","NA","NA","NA"
"norge","vigra","OK","1958","2012","55","1"
"norge","vinjeora","OK","1921","2005","85","36"
"osterrike","graz","OK","1894","2009","116","1"
"osterrike","innsbruck","OK","1877","2009","133","9"
"osterrike","klagenfurt","OK","1881","2009","129","4"
"osterrike","kremsmunster","OK","1876","2009","134","1"
"osterrike","salzburg","ERROR","NA","NA","NA","NA"
"osterrike","sonnblick","OK","1887","2009","123","1"
"osterrike","wien","OK","1855","2009","155","10"
"pakistan","dalbandin","OK","1931","2012","82","7"
"pakistan","dera_ismali_kahn","OK","1931","2012","82","2"
"pakistan","fort_sandeman","OK","1931","2012","82","8"
"pakistan","hydrabad","OK","1878","1989","112","33"
"pakistan","jacobabad","OK","1931","2012","82","1"
"pakistan","jhelum","OK","1947","2012","66","1"
"pakistan","karachi","ERROR","NA","NA","NA","NA"
"pakistan","lahore","OK","1876","2012","137","1"
"pakistan","multan","OK","1931","2012","82","2"
"pakistan","peshawar","OK","1931","2012","82","2"
"pakistan","quetta","OK","1878","2012","135","5"
"pakistan","zhob","OK","1947","1993","47","22"
"paraguay","asuncion","OK","1936","2009","74","8"
"peru","cusco","OK","1953","2007","55","10"
"peru","iquitos","OK","1949","2009","61","12"
"peru","lima","OK","1960","2009","50","11"
"peru","pucallpa","OK","1949","2009","61","10"
"peru","trujillo","OK","1950","2009","60","14"
"polen","bialystok","OK","1951","2009","59","1"
"polen","elblag","OK","1951","2009","59","1"
"polen","gdansk","OK","1807","1987","181","104"
"polen","krakow","OK","1825","1988","164","54"
"polen","poprad","OK","1951","2009","59","1"
"polen","poznan","OK","1951","2009","59","1"
"polen","szczecin","OK","1951","2009","59","1"
"polen","warszawa","ERROR","NA","NA","NA","NA"
"polen","wroclaw","ERROR","NA","NA","NA","NA"
"polen","zakopane","OK","1951","1990","40","20"
"portugal","lisboa_ecad","OK","1901","2011","111","1"
"portugal","lisboa_geofysica_ut","OK","1901","2006","106","5"
"portugal","lisboa_nasa","OK","1881","2011","131","1"
"portugal","lisboa","OK","1881","2009","129","0"
"portugal","porto","OK","1941","2011","71","1"
"portugal","porto_ut","OK","1941","2006","66","8"
"romania","baia_mare","OK","1921","2006","86","29"
"romania","bisitra","OK","1951","2009","59","1"
"romania","bucuresti","ERROR","NA","NA","NA","NA"
"romania","buzau","OK","1896","2009","114","23"
"romania","calarasi","OK","1898","2009","112","6"
"romania","cluj_napoca","OK","1921","2009","89","1"
"romania","drobeta_turnu_severin","OK","1896","2006","111","18"
"romania","iasi","OK","1951","2009","59","1"
"romania","sibiu","ERROR","NA","NA","NA","NA"
"romania","sulina","OK","1881","2009","129","1"
"romania","targu_jiu","OK","1899","2006","108","24"
"romania","timisoara","OK","1951","2009","59","1"
"romania","turnu_magurele","OK","1896","2006","111","33"
"romania","varfu_omul","OK","1928","2009","82","13"
"russland","ajan","OK","1891","2012","122","36"
"russland","aleksandrov","OK","1936","2012","77","1"
"russland","anadyr","OK","1899","2012","114","7"
"russland","archangelsk","OK","1881","2012","132","1"
"russland","armavir","OK","1936","2012","77","1"
"russland","astrakan","OK","1927","2012","86","2"
"russland","bomnak","OK","1909","2012","104","5"
"russland","cita","OK","1890","2012","123","6"
"russland","cokurda","OK","1939","2012","74","8"
"russland","dudinka","OK","1916","2012","97","24"
"russland","elatma","OK","1885","2012","128","20"
"russland","gmo","OK","1932","2012","81","3"
"russland","hoseda_hard","OK","1936","2012","77","1"
"russland","im_poliny","OK","1911","2012","102","12"
"russland","irkutsk","OK","1882","2012","131","1"
"russland","izevsk","OK","1958","2012","55","1"
"russland","jakutsk","OK","1882","2012","131","4"
"russland","kalakan","OK","1935","2004","70","4"
"russland","kaliningrad","OK","1947","2012","66","1"
"russland","kandalaksa","OK","1912","2012","101","1"
"russland","kazan","ERROR","NA","NA","NA","NA"
"russland","kem","OK","1916","2012","97","1"
"russland","khatanga","OK","1929","2012","84","6"
"russland","kirensk","OK","1892","2012","121","4"
"russland","kljuci","ERROR","NA","NA","NA","NA"
"russland","kojnas","OK","1912","2012","101","1"
"russland","kostroma","OK","1925","2012","88","1"
"russland","kotlas","OK","1936","2012","77","1"
"russland","kotzebue","OK","1897","2007","111","31"
"russland","krasnasa","ERROR","NA","NA","NA","NA"
"russland","krasnojarsk","OK","1902","2012","111","3"
"russland","krasnoufimsk","OK","1926","2012","87","16"
"russland","krasnovodsk","OK","1883","2012","130","4"
"russland","kursk","OK","1891","2012","122","1"
"russland","moskva2","OK","1932","2006","75","1"
"russland","moskva","OK","1779","2012","234","61"
"russland","murmansk","OK","1918","2012","95","2"
"russland","mys_smidta","ERROR","NA","NA","NA","NA"
"russland","mys_ulen","OK","1918","2012","95","15"
"russland","narjan_mar","OK","1926","2012","87","2"
"russland","nercinski_za","OK","1881","2012","132","19"
"russland","nikolaevsk","OK","1881","2012","132","3"
"russland","nikolskoie","OK","1899","2012","114","9"
"russland","ohotsk","OK","1890","2012","123","16"
"russland","ohrenburg","OK","1886","2012","127","1"
"russland","omsk","OK","1890","2012","123","2"
"russland","ostrov_dikson","OK","1916","2012","97","3"
"russland","ostrov_kotel","OK","1933","2012","80","5"
"russland","ostrov_vize","OK","1951","2012","62","1"
"russland","poronajsk","OK","1908","2012","105","1"
"russland","salekhard","OK","1947","2012","66","2"
"russland","semipalatinsk","OK","1891","2012","122","12"
"russland","simferopol","OK","1960","2012","53","2"
"russland","sort","OK","1881","1990","110","1"
"russland","sotsji","OK","1881","2012","132","1"
"russland","st_petersburg2","OK","1881","2009","129","1"
"russland","st_petersburg_gml","OK","1910","2009","100","1"
"russland","st_petersburg","ERROR","NA","NA","NA","NA"
"russland","tarko_sale","OK","1937","2012","76","1"
"russland","tobolsk","OK","1884","2012","129","2"
"russland","toko","OK","1951","2012","81","61"
"russland","tura","OK","1928","2012","85","2"
"russland","turuhansk","OK","1881","2012","132","5"
"russland","uralsk","OK","1900","2012","113","1"
"russland","verkhojansk","OK","1885","2012","128","4"
"russland","viljujsk","OK","1898","2012","115","3"
"russland","vladivostok","OK","1913","2012","100","1"
"russland","voronez","OK","1918","2012","95","1"
"russland","vrangelja","OK","1926","2012","91","7"
"russland","vytegra","OK","1881","2012","132","11"
"saudi_arabia","riyadh","ERROR","NA","NA","NA","NA"
"saudi_arabia","tabuk","OK","1964","2010","47","5"
"senegal","dakar","ERROR","NA","NA","NA","NA"
"senegal","kaolack","OK","1951","2010","60","3"
"senegal","linguere","OK","1951","2010","60","1"
"senegal","tambacounda","OK","1941","2010","70","3"
"serbia","beograd","OK","1888","2008","121","13"
"serbia","beo_nasa","OK","1941","2009","69","1"
"slovakia","poprad","ERROR","NA","NA","NA","NA"
"slovakia","sliac","ERROR","NA","NA","NA","NA"
"slovenia","kredarica","OK","1955","2009","55","1"
"slovenia","ljubljana","OK","1900","2009","110","3"
"spania","alicante","ERROR","NA","NA","NA","NA"
"spania","barcelona","OK","1927","1999","73","26"
"spania","gibraltar","OK","1852","2010","159","13"
"spania","la_coruna","OK","1960","2011","52","2"
"spania","madrid","OK","1920","2011","92","1"
"spania","malaga_aeroport","OK","1942","2011","70","1"
"spania","navaracerrada","ERROR","NA","NA","NA","NA"
"spania","palma_malorca","OK","1881","2011","131","5"
"spania","salmanca_aeroport","OK","1945","2011","67","1"
"spania","san_sebastian","OK","1929","2011","83","1"
"spania","tenerife","OK","1947","2011","65","8"
"spania","torrevieja","OK","1927","2011","85","1"
"spania","tortosa","OK","1939","2011","73","1"
"spania","valencia","OK","1931","2010","80","4"
"spania","valladolid","OK","1960","2011","52","2"
"spania","zaragoza","OK","1951","2011","61","1"
"sri_lanka","colombo","ERROR","NA","NA","NA","NA"
"stillehavet","atuona","OK","1959","2011","53","2"
"stillehavet","chatham_islands","OK","1881","2011","131","28"
"stillehavet","funafuti_tuvalu","OK","1932","2010","79","13"
"stillehavet","honolulu","OK","1898","2011","114","2"
"stillehavet","isle_de_juan_fernandez","OK","1901","2011","111","5"
"stillehavet","isle_de_pascua","OK","1942","2011","70","1"
"stillehavet","lihue_kauai","OK","1905","2011","107","2"
"stillehavet","lord_howe_island","ERROR","NA","NA","NA","NA"
"stillehavet","macquarie_island","ERROR","NA","NA","NA","NA"
"stillehavet","minamidaitoji","OK","1943","2011","69","4"
"stillehavet","minamitorishi","OK","1937","2011","75","8"
"stillehavet","nandi","OK","1942","2011","70","3"
"stillehavet","norfolk_island","OK","1915","2011","97","6"
"stillehavet","ponape","OK","1941","2011","71","8"
"stillehavet","rapa","OK","1951","2011","61","1"
"stillehavet","st_paul","OK","1881","2011","131","36"
"stillehavet","thaiti_faaa","OK","1935","2011","77","1"
"stillehavet","titizima","OK","1907","2011","105","11"
"stillehavet","totegegie","OK","1959","2011","53","2"
"stillehavet","truk","OK","1949","2011","63","2"
"stillehavet","wake_island","OK","1946","2009","64","3"
"stillehavet","willis_island","OK","1939","2011","73","2"
"stillehavet","yap_caroline","OK","1921","2011","91","8"
"storbritannia","aberdeen","OK","1881","2012","132","1"
"storbritannia","aberporth","ERROR","NA","NA","NA","NA"
"storbritannia","armagh","ERROR","NA","NA","NA","NA"
"storbritannia","ballypatric_forest","ERROR","NA","NA","NA","NA"
"storbritannia","belfast","OK","1881","2012","132","1"
"storbritannia","bournemouth","OK","1961","2012","52","1"
"storbritannia","bradford","ERROR","NA","NA","NA","NA"
"storbritannia","braemar","ERROR","NA","NA","NA","NA"
"storbritannia","camborne","ERROR","NA","NA","NA","NA"
"storbritannia","cambridge","OK","1871","NA","143","2"
"storbritannia","cardiff_bute_park","ERROR","NA","NA","NA","NA"
"storbritannia","chivenor","ERROR","NA","NA","NA","NA"
"storbritannia","cwmystwyth","ERROR","NA","NA","NA","NA"
"storbritannia","dunstaffnage","ERROR","NA","NA","NA","NA"
"storbritannia","durham","OK","1847","2012","166","2"
"storbritannia","eastbourne","ERROR","NA","NA","NA","NA"
"storbritannia","edinbourg","OK","1785","1993","209","1"
"storbritannia","eskdalmuir","ERROR","NA","NA","NA","NA"
"storbritannia","greenwich","ERROR","NA","NA","NA","NA"
"storbritannia","grytviken","OK","1905","1982","78","1"
"storbritannia","heathrow","ERROR","NA","NA","NA","NA"
"storbritannia","hurn","ERROR","NA","NA","NA","NA"
"storbritannia","leeming","OK","1971","2012","42","1"
"storbritannia","lerwick","ERROR","NA","NA","NA","NA"
"storbritannia","leuchars","ERROR","NA","NA","NA","NA"
"storbritannia","london","OK","1841","2004","164","6"
"storbritannia","lovesoft","ERROR","NA","NA","NA","NA"
"storbritannia","manston","ERROR","NA","NA","NA","NA"
"storbritannia","nairn","ERROR","NA","NA","NA","NA"
"storbritannia","newton_rigg","ERROR","NA","NA","NA","NA"
"storbritannia","oxford_old","ERROR","NA","NA","NA","NA"
"storbritannia","oxford","ERROR","NA","NA","NA","NA"
"storbritannia","paisley","ERROR","NA","NA","NA","NA"
"storbritannia","plymouth","OK","1865","1993","129","1"
"storbritannia","ringway","ERROR","NA","NA","NA","NA"
"storbritannia","ross_on_wye","ERROR","NA","NA","NA","NA"
"storbritannia","shawbury","ERROR","NA","NA","NA","NA"
"storbritannia","sheffield","ERROR","NA","NA","NA","NA"
"storbritannia","southhampton","ERROR","NA","NA","NA","NA"
"storbritannia","st_helena","OK","1892","1993","102","13"
"storbritannia","st_mawgan","ERROR","NA","NA","NA","NA"
"storbritannia","stornoway","ERROR","NA","NA","NA","NA"
"storbritannia","sutton_bonnington","ERROR","NA","NA","NA","NA"
"storbritannia","tiree","ERROR","NA","NA","NA","NA"
"storbritannia","valley","ERROR","NA","NA","NA","NA"
"storbritannia","waddington","ERROR","NA","NA","NA","NA"
"storbritannia","whitby","ERROR","NA","NA","NA","NA"
"storbritannia","wick_airport","ERROR","NA","NA","NA","NA"
"storbritannia","yeovilton","ERROR","NA","NA","NA","NA"
"sudan","el_obeid","OK","1905","2011","107","7"
"sudan","khartum","ERROR","NA","NA","NA","NA"
"sudan","kosti","OK","1943","2011","69","12"
"sudan","port_sudan","OK","1906","NA","107","9"
"sveits","andermatt","OK","1966","2006","41","2"
"sveits","basel","ERROR","NA","NA","NA","NA"
"sveits","davos","OK","1901","2006","106","2"
"sveits","engelberg","OK","1931","2006","76","2"
"sveits","geneve_ecad","OK","1901","2009","109","1"
"sveits","geneve","ERROR","NA","NA","NA","NA"
"sveits","la_chaux_de_fond","OK","1901","2006","106","1"
"sveits","lachauxdefond","OK","1901","2006","106","1"
"sveits","lugano_ecad","OK","1901","2009","109","1"
"sveits","lugano","OK","1949","2009","61","1"
"sveits","luzern","OK","1931","2006","76","2"
"sveits","neuchatel","OK","1901","2006","106","1"
"sveits","saentis_ecad","OK","1901","2009","109","2"
"sveits","saentis","OK","1883","2009","127","1"
"sveits","samedan","OK","1901","2006","106","1"
"sveits","san_bernadino","OK","1968","2006","39","1"
"sveits","sion_1","OK","1901","1977","77","0"
"sveits","sion_2","OK","1978","2009","32","1"
"sveits","sion_homogen","ERROR","NA","NA","NA","NA"
"sveits","st_bernhard","OK","1901","2006","106","11"
"sveits","st_gallen","OK","1931","2006","76","1"
"sveits","zuruck","ERROR","NA","NA","NA","NA"
"sverige","abisko","OK","1913","2001","89","0"
"sverige","boraas","OK","1890","2012","123","0"
"sverige","bromma","OK","1756","2011","256","1"
"sverige","falsterbo","OK","1890","2012","123","0"
"sverige","falun","OK","1890","2012","123","0"
"sverige","goteborg","OK","1890","2012","123","0"
"sverige","halmstad","OK","1890","2012","123","0"
"sverige","haparanda","OK","1890","2012","123","0"
"sverige","harnosand","OK","1890","2012","123","0"
"sverige","hoburg","OK","1890","2012","123","0"
"sverige","hogarna","OK","1890","2012","123","0"
"sverige","holmogadd","OK","1890","2012","123","3"
"sverige","jokkmokk","OK","1890","2012","123","1"
"sverige","kalmar","OK","1890","2012","123","0"
"sverige","karesuando","OK","1890","2012","123","0"
"sverige","karlstad","OK","1890","2012","123","0"
"sverige","kvikkjokk","OK","1890","2012","123","0"
"sverige","landsort","OK","1890","2012","122","0"
"sverige","linkoping","OK","1931","2012","82","0"
"sverige","malung","OK","1961","2012","52","0"
"sverige","norraudde","OK","1890","2012","123","0"
"sverige","ostersund","OK","1890","2012","123","0"
"sverige","piteaa","OK","1890","2012","123","2"
"sverige","sandoen","OK","1890","2012","123","0"
"sverige","stensele","OK","1890","2012","123","3"
"sverige","stockholm_nasa","ERROR","NA","NA","NA","NA"
"sverige","stockholm_stasmod","OK","1756","2005","250","0"
"sverige","stockholm_stasserie","OK","1756","2004","249","0"
"sverige","stockholm","OK","1890","2012","123","0"
"sverige","sveg","OK","1890","2012","123","0"
"sverige","ternaby","OK","1901","2012","112","0"
"sverige","Tullinge_A","OK","1756","2011","256","1"
"sverige","uppsala","ERROR","NA","NA","NA","NA"
"sverige","veksjo","OK","1890","2012","123","0"
"sverige","vinga","OK","1890","1997","108","0"
"sverige","visby","OK","1890","2012","123","0"
"sydafrika","bloemfontein","OK","1959","2010","52","2"
"sydafrika","calvinia","OK","1941","2010","70","15"
"sydafrika","cape_town","OK","1901","1993","93","1"
"sydafrika","durban","OK","1959","2010","52","2"
"sydafrika","east_london","OK","1959","2010","52","2"
"sydafrika","johannesburg_jan_smuts","ERROR","NA","NA","NA","NA"
"sydafrika","kimberley","OK","1959","2010","52","3"
"sydafrika","pietersburg","OK","1959","2010","52","2"
"sydafrika","port_elisabeth","OK","1959","2010","52","2"
"sydafrika","pretoria","OK","1949","2010","62","2"
"sydafrika","upington","OK","1940","2010","71","2"
"syria","aleppo","OK","1960","2009","50","2"
"syria","damascus","OK","1960","2009","50","5"
"syria","lattakia","OK","1960","2009","50","8"
"syria","palmyra","OK","1960","2009","50","2"
"tanzania","dar_es_salam","OK","1950","2010","61","7"
"tanzania","tabora","OK","1950","2010","61","15"
"thailand","aranyaprathet","OK","1951","2012","62","5"
"thailand","bangkok","OK","1917","2012","96","2"
"thailand","chanthaburi","OK","1949","2012","64","1"
"thailand","chiang_mai","OK","1949","2012","64","10"
"thailand","chumphon","OK","1949","2012","64","1"
"thailand","nakhon_ratscha","OK","1949","2012","64","2"
"thailand","nakhon_sawan","OK","1939","2012","74","6"
"thailand","phitsanulok","OK","1949","2012","64","2"
"thailand","prachuap_khir","OK","1949","2012","64","3"
"thailand","songkhla","OK","1951","2012","62","4"
"thailand","udon_thani","OK","1949","2012","64","3"
"tsjekkia","brno","OK","1951","2010","60","1"
"tsjekkia","ostrava","OK","1950","2010","61","2"
"tsjekkia","praha3","OK","1881","2006","126","9"
"tsjekkia","praha_klementine","OK","1775","2005","231","0"
"tsjekkia","praha_ruzyne","OK","1881","2010","130","10"
"tsjekkia","praha","OK","1775","2005","231","1"
"tunis","gabes","OK","1949","2010","62","4"
"tunis","tunis","OK","1887","2010","124","18"
"turkmenistan","bajram_ali","ERROR","NA","NA","NA","NA"
"tyrkia","ankara","ERROR","NA","NA","NA","NA"
"tyrkia","balekesir","OK","1961","2010","50","4"
"tyrkia","bursa","OK","1949","2010","62","1"
"tyrkia","corum","OK","1961","2010","50","1"
"tyrkia","diyarbakir","OK","1960","2010","51","2"
"tyrkia","edirne","OK","1929","2010","82","1"
"tyrkia","erzincam","OK","1960","2007","48","2"
"tyrkia","erzinkam","OK","1960","2010","51","2"
"tyrkia","giresund","OK","1961","2010","50","1"
"tyrkia","isparta","OK","1960","2010","51","2"
"tyrkia","istanbul","ERROR","NA","NA","NA","NA"
